Date,AAPL,GLD,JPM,MSFT,NVDA,SPY,TLT,XOM
2015-01-02,24.19260597229004,114.08000183105467,46.0667839050293,39.681739807128906,0.4829852283000946,169.68785095214844,92.6592788696289,57.14556121826172
2015-01-05,23.511058807373047,115.8000030517578,44.63664627075195,39.31682586669922,0.4748275279998779,166.62332153320312,94.11479949951172,55.58195114135742
2015-01-06,23.513269424438477,117.12000274658205,43.479270935058594,38.73976135253906,0.4604316055774688,165.05393981933594,95.81048583984376,55.28647232055664
2015-01-07,23.84297752380371,116.43000030517578,43.54560470581055,39.231964111328125,0.4592318534851074,167.11068725585938,95.6212921142578,55.846656799316406
2015-01-08,24.759078979492188,115.94000244140624,44.518680572509766,40.386104583740234,0.4765070378780365,170.07603454589844,94.35497283935548,56.77620315551758
2015-01-09,24.78563690185547,117.26000213623048,43.744632720947266,40.04664611816406,0.4784266054630279,168.7131805419922,95.38838958740234,56.6961555480957
2015-01-12,24.174901962280273,118.55999755859376,43.36867904663086,39.54597091674805,0.4724282026290893,167.39149475097656,95.93423461914062,55.6065788269043
2015-01-13,24.389545440673828,118.16000366210938,43.376068115234375,39.342288970947266,0.4717083275318146,166.9207000732422,95.93423461914062,55.40341567993164
2015-01-14,24.296607971191406,117.97000122070312,41.87957000732422,39.00284576416016,0.4736277461051941,165.91294860839844,96.66204833984376,55.24335861206055
2015-01-15,23.637187957763672,120.94000244140624,40.537899017333984,38.59550476074219,0.4702688157558441,164.39309692382812,98.18297576904295,54.76318359375
2015-01-16,23.45352554321289,122.5199966430664,41.2308464050293,39.24045944213867,0.4789064228534698,166.5490264892578,96.93130493164062,56.092891693115234
2015-01-20,24.057628631591797,124.1999969482422,41.06866836547851,39.36774826049805,0.4803460836410522,166.90411376953125,98.2194595336914,56.07439422607422
2015-01-21,24.241289138793945,124.2300033569336,41.20135116577149,38.96891021728515,0.4870641529560089,167.7467041015625,97.08406829833984,56.55457305908203
2015-01-22,24.871931076049805,125.2300033569336,42.45457458496094,39.9957275390625,0.4954620003700256,170.24130249023438,96.73478698730467,57.17018127441406
2015-01-23,25.00027847290039,124.2300033569336,41.783721923828125,40.03816604614258,0.4969012141227722,169.30787658691406,98.08113098144533,55.951290130615234
2015-01-26,25.02682876586914,122.98999786376952,41.85008239746094,39.893890380859375,0.4947418868541717,169.70437622070312,97.78277587890624,56.48685836791992
2015-01-27,24.150558471679688,124.4000015258789,41.42988586425781,36.20237350463867,0.4709885418415069,167.46588134765625,97.93560791015624,55.988243103027344
2015-01-28,25.51584815979004,123.41999816894533,40.360965728759766,34.95488739013672,0.4633106887340545,165.31826782226562,99.53669738769533,54.14146041870117
2015-01-29,26.310256958007812,120.76000213623048,41.039161682128906,35.650760650634766,0.4745875895023346,166.84632873535156,98.88169860839844,53.9136848449707
2015-01-30,25.925233840942383,123.4499969482422,40.08820343017578,34.28448486328125,0.460671454668045,164.74827575683594,100.63561248779295,53.815189361572266
2015-02-02,26.250507354736328,122.41999816894533,40.89173889160156,35.031272888183594,0.4707486629486084,166.78851318359375,100.2556381225586,55.14486312866211
2015-02-03,26.254932403564453,121.0500030517578,41.81321716308594,35.302825927734375,0.4825054407119751,169.20050048828125,98.13361358642578,56.78850555419922
2015-02-04,26.456308364868164,121.58000183105467,41.56257629394531,35.50649642944336,0.483705073595047,168.55621337890625,98.30132293701172,56.30219650268555
2015-02-05,26.64513778686523,121.79000091552734,41.85008239746094,36.02416229248047,0.4916228950023651,170.25779724121094,97.22209930419922,56.85624313354492
2015-02-06,26.42076301574707,118.63999938964844,42.67573928833008,35.99020004272461,0.4894634783267975,169.7869110107422,95.50099182128906,56.750789642333984
2015-02-09,26.596261978149418,119.16999816894533,42.62411880493164,35.947784423828125,0.488983690738678,169.02699279785156,95.3479232788086,56.78800201416016
2015-02-10,27.10721206665039,118.47000122070312,43.09593200683594,36.15145111083984,0.5026599168777466,170.8277587890625,94.58946990966795,56.446868896484375
